iterations,fitness,time taken,time since start,fitness array
471,31.5,0.06,41.62572145462036,[31.5]
472,34.0,0.07,41.719470739364624,[34.0]
473,31.1666666667,0.06,41.813220739364624,[31.166666666666668]
474,31.0,0.05,41.89443635940552,[31.0]
475,36.1666666667,0.06,41.97866868972778,[36.166666666666664]
476,31.1666666667,0.06,42.05888605117798,[31.166666666666668]
477,31.3333333333,0.06,42.14309787750244,[31.333333333333332]
478,33.1666666667,0.06,42.22982835769653,[33.166666666666664]
479,33.5,0.06,42.319573402404785,[33.5]
480,31.0,0.07,42.413818359375,[31.0]
481,30.1666666667,0.07,42.51107716560364,[30.166666666666668]
482,35.1666666667,0.07,42.60984015464783,[35.166666666666664]
483,31.5,0.07,42.703088998794556,[31.5]
484,33.1666666667,0.06,42.80937099456787,[33.166666666666664]
485,31.8333333333,0.07,42.90913653373718,[31.833333333333332]
486,33.8333333333,0.06,42.997873067855835,[33.833333333333336]
487,30.6666666667,0.05,43.0785870552063,[30.666666666666668]
488,32.1666666667,0.05,43.16231060028076,[32.166666666666664]
489,30.8333333333,0.05,43.24252414703369,[30.833333333333332]
490,30.3333333333,0.06,43.33176231384277,[30.333333333333332]
491,33.6666666667,0.05,43.41247630119324,[33.666666666666664]
492,26.5,0.16,43.59746861457825,[26.5]
493,31.0,0.07,43.75689244270325,[31.0]
494,29.0,0.06,43.84111666679382,[29.0]
495,31.0,0.06,43.92283368110657,[31.0]
496,30.1666666667,0.06,44.01207160949707,[30.166666666666668]
497,31.6666666667,0.06,44.09278583526611,[31.666666666666668]
498,30.6666666667,0.06,44.17901635169983,[30.666666666666668]
499,31.0,0.07,44.280786752700806,[31.0]
500,31.5,0.06,44.37102675437927,[31.5]
501,31.6666666667,0.08,44.48282504081726,[31.666666666666668]
502,28.1666666667,0.06,44.58559775352478,[28.166666666666668]
503,31.8333333333,0.05,44.66129970550537,[31.833333333333332]
504,31.3333333333,0.05,44.742515325546265,[31.333333333333332]
505,34.3333333333,0.05,44.827741861343384,[34.333333333333336]
506,33.3333333333,0.06,44.9164834022522,[33.333333333333336]
507,29.0,0.06,45.01173138618469,[29.0]
508,29.6666666667,0.06,45.10046911239624,[29.666666666666668]
509,34.0,0.06,45.193716526031494,[34.0]
